id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_bulan,nama_bulan,rata_rata_harga_produsen,satuan,tahun
431,32,JAWA BARAT,3209,KABUPATEN CIREBON,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
432,32,JAWA BARAT,3209,KABUPATEN CIREBON,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
433,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1,JANUARI,30000,RUPIAH/KILOGRAM,2022
434,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,2,FEBRUARI,30000,RUPIAH/KILOGRAM,2022
435,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3,MARET,30000,RUPIAH/KILOGRAM,2022
436,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,4,APRIL,0,RUPIAH/KILOGRAM,2022
437,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,5,MEI,0,RUPIAH/KILOGRAM,2022
438,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,6,JUNI,35000,RUPIAH/KILOGRAM,2022
439,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,7,JULI,35000,RUPIAH/KILOGRAM,2022
440,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
441,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
443,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
444,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
445,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1,JANUARI,0,RUPIAH/KILOGRAM,2022
446,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
447,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,3,MARET,0,RUPIAH/KILOGRAM,2022
448,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,4,APRIL,0,RUPIAH/KILOGRAM,2022
449,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,5,MEI,0,RUPIAH/KILOGRAM,2022
450,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,6,JUNI,0,RUPIAH/KILOGRAM,2022
451,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,7,JULI,0,RUPIAH/KILOGRAM,2022
452,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
455,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
456,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
457,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1,JANUARI,0,RUPIAH/KILOGRAM,2022
458,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
459,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,3,MARET,0,RUPIAH/KILOGRAM,2022
460,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,4,APRIL,0,RUPIAH/KILOGRAM,2022
461,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,5,MEI,0,RUPIAH/KILOGRAM,2022
462,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,6,JUNI,0,RUPIAH/KILOGRAM,2022
463,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,7,JULI,0,RUPIAH/KILOGRAM,2022
464,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
465,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
466,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
467,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
468,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
469,32,JAWA BARAT,3213,KABUPATEN SUBANG,1,JANUARI,0,RUPIAH/KILOGRAM,2022
470,32,JAWA BARAT,3213,KABUPATEN SUBANG,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
471,32,JAWA BARAT,3213,KABUPATEN SUBANG,3,MARET,20000,RUPIAH/KILOGRAM,2022
472,32,JAWA BARAT,3213,KABUPATEN SUBANG,4,APRIL,23000,RUPIAH/KILOGRAM,2022
473,32,JAWA BARAT,3213,KABUPATEN SUBANG,5,MEI,45000,RUPIAH/KILOGRAM,2022
474,32,JAWA BARAT,3213,KABUPATEN SUBANG,6,JUNI,35000,RUPIAH/KILOGRAM,2022
475,32,JAWA BARAT,3213,KABUPATEN SUBANG,7,JULI,35000,RUPIAH/KILOGRAM,2022
476,32,JAWA BARAT,3213,KABUPATEN SUBANG,8,AGUSTUS,35000,RUPIAH/KILOGRAM,2022
477,32,JAWA BARAT,3213,KABUPATEN SUBANG,9,SEPTEMBER,35000,RUPIAH/KILOGRAM,2022
478,32,JAWA BARAT,3213,KABUPATEN SUBANG,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
479,32,JAWA BARAT,3213,KABUPATEN SUBANG,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
480,32,JAWA BARAT,3213,KABUPATEN SUBANG,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
481,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,1,JANUARI,18000,RUPIAH/KILOGRAM,2022
482,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,2,FEBRUARI,18000,RUPIAH/KILOGRAM,2022
483,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3,MARET,20000,RUPIAH/KILOGRAM,2022
484,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,4,APRIL,20000,RUPIAH/KILOGRAM,2022
485,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,5,MEI,0,RUPIAH/KILOGRAM,2022
486,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,6,JUNI,18000,RUPIAH/KILOGRAM,2022
487,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,7,JULI,"23225,80645",RUPIAH/KILOGRAM,2022
488,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,8,AGUSTUS,18000,RUPIAH/KILOGRAM,2022
489,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
490,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
491,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
492,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
493,32,JAWA BARAT,3215,KABUPATEN KARAWANG,1,JANUARI,21371,RUPIAH/KILOGRAM,2022
494,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2,FEBRUARI,22000,RUPIAH/KILOGRAM,2022
495,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3,MARET,22000,RUPIAH/KILOGRAM,2022
496,32,JAWA BARAT,3215,KABUPATEN KARAWANG,4,APRIL,22000,RUPIAH/KILOGRAM,2022
497,32,JAWA BARAT,3215,KABUPATEN KARAWANG,5,MEI,22000,RUPIAH/KILOGRAM,2022
498,32,JAWA BARAT,3215,KABUPATEN KARAWANG,6,JUNI,22000,RUPIAH/KILOGRAM,2022
499,32,JAWA BARAT,3215,KABUPATEN KARAWANG,7,JULI,22000,RUPIAH/KILOGRAM,2022
500,32,JAWA BARAT,3215,KABUPATEN KARAWANG,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
501,32,JAWA BARAT,3215,KABUPATEN KARAWANG,9,SEPTEMBER,22000,RUPIAH/KILOGRAM,2022
502,32,JAWA BARAT,3215,KABUPATEN KARAWANG,10,OKTOBER,22000,RUPIAH/KILOGRAM,2022
503,32,JAWA BARAT,3215,KABUPATEN KARAWANG,11,NOVEMBER,22000,RUPIAH/KILOGRAM,2022
504,32,JAWA BARAT,3215,KABUPATEN KARAWANG,12,DESEMBER,22000,RUPIAH/KILOGRAM,2022
505,32,JAWA BARAT,3216,KABUPATEN BEKASI,1,JANUARI,0,RUPIAH/KILOGRAM,2022
506,32,JAWA BARAT,3216,KABUPATEN BEKASI,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
507,32,JAWA BARAT,3216,KABUPATEN BEKASI,3,MARET,0,RUPIAH/KILOGRAM,2022
508,32,JAWA BARAT,3216,KABUPATEN BEKASI,4,APRIL,0,RUPIAH/KILOGRAM,2022
509,32,JAWA BARAT,3216,KABUPATEN BEKASI,5,MEI,0,RUPIAH/KILOGRAM,2022
510,32,JAWA BARAT,3216,KABUPATEN BEKASI,6,JUNI,0,RUPIAH/KILOGRAM,2022
511,32,JAWA BARAT,3216,KABUPATEN BEKASI,7,JULI,0,RUPIAH/KILOGRAM,2022
512,32,JAWA BARAT,3216,KABUPATEN BEKASI,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
513,32,JAWA BARAT,3216,KABUPATEN BEKASI,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
514,32,JAWA BARAT,3216,KABUPATEN BEKASI,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
515,32,JAWA BARAT,3216,KABUPATEN BEKASI,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
516,32,JAWA BARAT,3216,KABUPATEN BEKASI,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
517,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1,JANUARI,20000,RUPIAH/KILOGRAM,2022
518,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
519,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,3,MARET,"22129,03226",RUPIAH/KILOGRAM,2022
520,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,4,APRIL,"23533,33333",RUPIAH/KILOGRAM,2022
521,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,5,MEI,"26774,19355",RUPIAH/KILOGRAM,2022
522,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,6,JUNI,30000,RUPIAH/KILOGRAM,2022
523,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,7,JULI,"30387,09677",RUPIAH/KILOGRAM,2022
524,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,8,AGUSTUS,"29161,29032",RUPIAH/KILOGRAM,2022
525,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,9,SEPTEMBER,30000,RUPIAH/KILOGRAM,2022
526,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,10,OKTOBER,"28516,12903",RUPIAH/KILOGRAM,2022
527,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,11,NOVEMBER,"28533,33333",RUPIAH/KILOGRAM,2022
528,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
529,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,1,JANUARI,19500,RUPIAH/KILOGRAM,2022
530,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,2,FEBRUARI,22000,RUPIAH/KILOGRAM,2022
531,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,3,MARET,21000,RUPIAH/KILOGRAM,2022
532,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,4,APRIL,21000,RUPIAH/KILOGRAM,2022
533,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5,MEI,21500,RUPIAH/KILOGRAM,2022
534,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,6,JUNI,21500,RUPIAH/KILOGRAM,2022
535,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,7,JULI,21500,RUPIAH/KILOGRAM,2022
536,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,8,AGUSTUS,21500,RUPIAH/KILOGRAM,2022
537,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,9,SEPTEMBER,21500,RUPIAH/KILOGRAM,2022
538,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,10,OKTOBER,20500,RUPIAH/KILOGRAM,2022
539,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,11,NOVEMBER,20500,RUPIAH/KILOGRAM,2022
540,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,12,DESEMBER,22000,RUPIAH/KILOGRAM,2022
541,32,JAWA BARAT,3271,KOTA BOGOR,1,JANUARI,0,RUPIAH/KILOGRAM,2022
542,32,JAWA BARAT,3271,KOTA BOGOR,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
543,32,JAWA BARAT,3271,KOTA BOGOR,3,MARET,0,RUPIAH/KILOGRAM,2022
544,32,JAWA BARAT,3271,KOTA BOGOR,4,APRIL,0,RUPIAH/KILOGRAM,2022
545,32,JAWA BARAT,3271,KOTA BOGOR,5,MEI,0,RUPIAH/KILOGRAM,2022
546,32,JAWA BARAT,3271,KOTA BOGOR,6,JUNI,0,RUPIAH/KILOGRAM,2022
547,32,JAWA BARAT,3271,KOTA BOGOR,7,JULI,0,RUPIAH/KILOGRAM,2022
548,32,JAWA BARAT,3271,KOTA BOGOR,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
549,32,JAWA BARAT,3271,KOTA BOGOR,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
550,32,JAWA BARAT,3271,KOTA BOGOR,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
551,32,JAWA BARAT,3271,KOTA BOGOR,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
552,32,JAWA BARAT,3271,KOTA BOGOR,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
553,32,JAWA BARAT,3272,KOTA SUKABUMI,1,JANUARI,0,RUPIAH/KILOGRAM,2022
554,32,JAWA BARAT,3272,KOTA SUKABUMI,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
555,32,JAWA BARAT,3272,KOTA SUKABUMI,3,MARET,0,RUPIAH/KILOGRAM,2022
556,32,JAWA BARAT,3272,KOTA SUKABUMI,4,APRIL,0,RUPIAH/KILOGRAM,2022
557,32,JAWA BARAT,3272,KOTA SUKABUMI,5,MEI,0,RUPIAH/KILOGRAM,2022
558,32,JAWA BARAT,3272,KOTA SUKABUMI,6,JUNI,0,RUPIAH/KILOGRAM,2022
559,32,JAWA BARAT,3272,KOTA SUKABUMI,7,JULI,0,RUPIAH/KILOGRAM,2022
560,32,JAWA BARAT,3272,KOTA SUKABUMI,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
561,32,JAWA BARAT,3272,KOTA SUKABUMI,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
562,32,JAWA BARAT,3272,KOTA SUKABUMI,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
563,32,JAWA BARAT,3272,KOTA SUKABUMI,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
564,32,JAWA BARAT,3272,KOTA SUKABUMI,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
565,32,JAWA BARAT,3273,KOTA BANDUNG,1,JANUARI,0,RUPIAH/KILOGRAM,2022
566,32,JAWA BARAT,3273,KOTA BANDUNG,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
567,32,JAWA BARAT,3273,KOTA BANDUNG,3,MARET,0,RUPIAH/KILOGRAM,2022
568,32,JAWA BARAT,3273,KOTA BANDUNG,4,APRIL,0,RUPIAH/KILOGRAM,2022
569,32,JAWA BARAT,3273,KOTA BANDUNG,5,MEI,0,RUPIAH/KILOGRAM,2022
570,32,JAWA BARAT,3273,KOTA BANDUNG,6,JUNI,0,RUPIAH/KILOGRAM,2022
571,32,JAWA BARAT,3273,KOTA BANDUNG,7,JULI,0,RUPIAH/KILOGRAM,2022
572,32,JAWA BARAT,3273,KOTA BANDUNG,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
573,32,JAWA BARAT,3273,KOTA BANDUNG,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
574,32,JAWA BARAT,3273,KOTA BANDUNG,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
575,32,JAWA BARAT,3273,KOTA BANDUNG,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
576,32,JAWA BARAT,3273,KOTA BANDUNG,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
577,32,JAWA BARAT,3274,KOTA CIREBON,1,JANUARI,0,RUPIAH/KILOGRAM,2022
578,32,JAWA BARAT,3274,KOTA CIREBON,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
579,32,JAWA BARAT,3274,KOTA CIREBON,3,MARET,0,RUPIAH/KILOGRAM,2022
580,32,JAWA BARAT,3274,KOTA CIREBON,4,APRIL,0,RUPIAH/KILOGRAM,2022
581,32,JAWA BARAT,3274,KOTA CIREBON,5,MEI,0,RUPIAH/KILOGRAM,2022
582,32,JAWA BARAT,3274,KOTA CIREBON,6,JUNI,0,RUPIAH/KILOGRAM,2022
583,32,JAWA BARAT,3274,KOTA CIREBON,7,JULI,0,RUPIAH/KILOGRAM,2022
584,32,JAWA BARAT,3274,KOTA CIREBON,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
585,32,JAWA BARAT,3274,KOTA CIREBON,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
586,32,JAWA BARAT,3274,KOTA CIREBON,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
587,32,JAWA BARAT,3274,KOTA CIREBON,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
588,32,JAWA BARAT,3274,KOTA CIREBON,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
589,32,JAWA BARAT,3275,KOTA BEKASI,1,JANUARI,0,RUPIAH/KILOGRAM,2022
590,32,JAWA BARAT,3275,KOTA BEKASI,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
591,32,JAWA BARAT,3275,KOTA BEKASI,3,MARET,0,RUPIAH/KILOGRAM,2022
592,32,JAWA BARAT,3275,KOTA BEKASI,4,APRIL,0,RUPIAH/KILOGRAM,2022
593,32,JAWA BARAT,3275,KOTA BEKASI,5,MEI,0,RUPIAH/KILOGRAM,2022
594,32,JAWA BARAT,3275,KOTA BEKASI,6,JUNI,0,RUPIAH/KILOGRAM,2022
595,32,JAWA BARAT,3275,KOTA BEKASI,7,JULI,0,RUPIAH/KILOGRAM,2022
596,32,JAWA BARAT,3275,KOTA BEKASI,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
597,32,JAWA BARAT,3275,KOTA BEKASI,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
598,32,JAWA BARAT,3275,KOTA BEKASI,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
599,32,JAWA BARAT,3275,KOTA BEKASI,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
600,32,JAWA BARAT,3275,KOTA BEKASI,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
601,32,JAWA BARAT,3276,KOTA DEPOK,1,JANUARI,0,RUPIAH/KILOGRAM,2022
602,32,JAWA BARAT,3276,KOTA DEPOK,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
603,32,JAWA BARAT,3276,KOTA DEPOK,3,MARET,0,RUPIAH/KILOGRAM,2022
604,32,JAWA BARAT,3276,KOTA DEPOK,4,APRIL,0,RUPIAH/KILOGRAM,2022
605,32,JAWA BARAT,3276,KOTA DEPOK,5,MEI,0,RUPIAH/KILOGRAM,2022
606,32,JAWA BARAT,3276,KOTA DEPOK,6,JUNI,0,RUPIAH/KILOGRAM,2022
607,32,JAWA BARAT,3276,KOTA DEPOK,7,JULI,0,RUPIAH/KILOGRAM,2022
608,32,JAWA BARAT,3276,KOTA DEPOK,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
609,32,JAWA BARAT,3276,KOTA DEPOK,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
610,32,JAWA BARAT,3276,KOTA DEPOK,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
611,32,JAWA BARAT,3276,KOTA DEPOK,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
612,32,JAWA BARAT,3276,KOTA DEPOK,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
613,32,JAWA BARAT,3277,KOTA CIMAHI,1,JANUARI,0,RUPIAH/KILOGRAM,2022
614,32,JAWA BARAT,3277,KOTA CIMAHI,2,FEBRUARI,0,RUPIAH/KILOGRAM,2022
615,32,JAWA BARAT,3277,KOTA CIMAHI,3,MARET,0,RUPIAH/KILOGRAM,2022
616,32,JAWA BARAT,3277,KOTA CIMAHI,4,APRIL,0,RUPIAH/KILOGRAM,2022
617,32,JAWA BARAT,3277,KOTA CIMAHI,5,MEI,0,RUPIAH/KILOGRAM,2022
618,32,JAWA BARAT,3277,KOTA CIMAHI,6,JUNI,0,RUPIAH/KILOGRAM,2022
619,32,JAWA BARAT,3277,KOTA CIMAHI,7,JULI,0,RUPIAH/KILOGRAM,2022
620,32,JAWA BARAT,3277,KOTA CIMAHI,8,AGUSTUS,0,RUPIAH/KILOGRAM,2022
621,32,JAWA BARAT,3277,KOTA CIMAHI,9,SEPTEMBER,0,RUPIAH/KILOGRAM,2022
622,32,JAWA BARAT,3277,KOTA CIMAHI,10,OKTOBER,0,RUPIAH/KILOGRAM,2022
623,32,JAWA BARAT,3277,KOTA CIMAHI,11,NOVEMBER,0,RUPIAH/KILOGRAM,2022
624,32,JAWA BARAT,3277,KOTA CIMAHI,12,DESEMBER,0,RUPIAH/KILOGRAM,2022
625,32,JAWA BARAT,3278,KOTA TASIKMALAYA,1,JANUARI,15467,RUPIAH/KILOGRAM,2022
626,32,JAWA BARAT,3278,KOTA TASIKMALAYA,2,FEBRUARI,16000,RUPIAH/KILOGRAM,2022
627,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3,MARET,16000,RUPIAH/KILOGRAM,2022
628,32,JAWA BARAT,3278,KOTA TASIKMALAYA,4,APRIL,16000,RUPIAH/KILOGRAM,2022
629,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5,MEI,16000,RUPIAH/KILOGRAM,2022
630,32,JAWA BARAT,3278,KOTA TASIKMALAYA,6,JUNI,16000,RUPIAH/KILOGRAM,2022
631,32,JAWA BARAT,3278,KOTA TASIKMALAYA,7,JULI,16000,RUPIAH/KILOGRAM,2022
632,32,JAWA BARAT,3278,KOTA TASIKMALAYA,8,AGUSTUS,"15935,48387",RUPIAH/KILOGRAM,2022
633,32,JAWA BARAT,3278,KOTA TASIKMALAYA,9,SEPTEMBER,16100,RUPIAH/KILOGRAM,2022
634,32,JAWA BARAT,3278,KOTA TASIKMALAYA,10,OKTOBER,"17870,96774",RUPIAH/KILOGRAM,2022
635,32,JAWA BARAT,3278,KOTA TASIKMALAYA,11,NOVEMBER,"17866,66667",RUPIAH/KILOGRAM,2022
636,32,JAWA BARAT,3278,KOTA TASIKMALAYA,12,DESEMBER,18000,RUPIAH/KILOGRAM,2022
637,32,JAWA BARAT,3279,KOTA BANJAR,1,JANUARI,20065,RUPIAH/KILOGRAM,2022
638,32,JAWA BARAT,3279,KOTA BANJAR,2,FEBRUARI,21000,RUPIAH/KILOGRAM,2022
639,32,JAWA BARAT,3279,KOTA BANJAR,3,MARET,"22677,41935",RUPIAH/KILOGRAM,2022
640,32,JAWA BARAT,3279,KOTA BANJAR,4,APRIL,"20766,66667",RUPIAH/KILOGRAM,2022
641,32,JAWA BARAT,3279,KOTA BANJAR,5,MEI,22000,RUPIAH/KILOGRAM,2022
642,32,JAWA BARAT,3279,KOTA BANJAR,6,JUNI,22500,RUPIAH/KILOGRAM,2022
643,32,JAWA BARAT,3279,KOTA BANJAR,7,JULI,"21774,19355",RUPIAH/KILOGRAM,2022
644,32,JAWA BARAT,3279,KOTA BANJAR,8,AGUSTUS,"19161,29032",RUPIAH/KILOGRAM,2022
645,32,JAWA BARAT,3279,KOTA BANJAR,9,SEPTEMBER,"21259,25926",RUPIAH/KILOGRAM,2022
646,32,JAWA BARAT,3279,KOTA BANJAR,10,OKTOBER,22000,RUPIAH/KILOGRAM,2022
647,32,JAWA BARAT,3279,KOTA BANJAR,11,NOVEMBER,22000,RUPIAH/KILOGRAM,2022
648,32,JAWA BARAT,3279,KOTA BANJAR,12,DESEMBER,"21483,87097",RUPIAH/KILOGRAM,2022
